HDR,SYSTEM FREQUENCY DATA
FREQ,20181010182200,49.907
FREQ,20181010182215,49.912
FREQ,20181010182230,49.890
FREQ,20181010182245,49.937
FREQ,20181010182300,49.935
FREQ,20181010182315,49.895
FREQ,20181010182330,49.917
FREQ,20181010182345,49.920
FREQ,20181010182400,49.902
FREQ,20181010182415,49.930
FREQ,20181010182430,49.937
FREQ,20181010182445,49.932
FREQ,20181010182500,49.967
FREQ,20181010182515,49.982
FREQ,20181010182530,50.050
FREQ,20181010182545,50.090
FREQ,20181010182600,50.075
FREQ,20181010182615,50.070
FREQ,20181010182630,50.087
FREQ,20181010182645,50.077
FREQ,20181010182700,50.077
FREQ,20181010182715,50.072
FREQ,20181010182730,50.082
FREQ,20181010182745,50.067
FREQ,20181010182800,50.075
FREQ,20181010182815,50.042
FREQ,20181010182830,50.025
FREQ,20181010182845,50.047
FREQ,20181010182900,50.062
FREQ,20181010182915,50.067
FREQ,20181010182930,50.092
FREQ,20181010182945,50.090
FREQ,20181010183000,50.092
FREQ,20181010183015,50.077
FREQ,20181010183030,50.080
FREQ,20181010183045,50.102
FREQ,20181010183100,50.082
FREQ,20181010183115,49.985
FREQ,20181010183130,49.995
FREQ,20181010183145,49.955
FREQ,20181010183200,49.990
FREQ,20181010183215,49.970
FREQ,20181010183230,49.970
FREQ,20181010183245,49.930
FREQ,20181010183300,50.002
FREQ,20181010183315,50.012
FREQ,20181010183330,49.992
FREQ,20181010183345,49.990
FREQ,20181010183400,50.032
FREQ,20181010183415,50.047
FREQ,20181010183430,49.997
FREQ,20181010183445,49.962
FREQ,20181010183500,50.015
FREQ,20181010183515,49.980
FREQ,20181010183530,49.992
FREQ,20181010183545,49.955
FREQ,20181010183600,49.940
FREQ,20181010183615,49.940
FREQ,20181010183630,49.947
FREQ,20181010183645,50.062
FREQ,20181010183700,50.060
FREQ,20181010183715,50.055
FREQ,20181010183730,50.090
FREQ,20181010183745,50.120
FREQ,20181010183800,50.102
FREQ,20181010183815,50.132
FREQ,20181010183830,50.100
FREQ,20181010183845,50.115
FREQ,20181010183900,50.135
FREQ,20181010183915,50.120
FREQ,20181010183930,50.132
FREQ,20181010183945,50.165
FREQ,20181010184000,50.135
FREQ,20181010184015,50.155
FREQ,20181010184030,50.152
FREQ,20181010184045,50.120
FREQ,20181010184100,50.130
FREQ,20181010184115,50.135
FREQ,20181010184130,50.130
FREQ,20181010184145,50.120
FREQ,20181010184200,50.130
FREQ,20181010184215,50.137
FREQ,20181010184230,50.130
FREQ,20181010184245,50.115
FREQ,20181010184300,50.097
FREQ,20181010184315,50.095
FREQ,20181010184330,50.085
FREQ,20181010184345,50.067
FREQ,20181010184400,50.067
FREQ,20181010184415,50.067
FREQ,20181010184430,50.042
FREQ,20181010184445,50.027
FREQ,20181010184500,50.017
FREQ,20181010184515,50.007
FREQ,20181010184530,50.000
FREQ,20181010184545,49.985
FREQ,20181010184600,49.977
FREQ,20181010184615,49.967
FREQ,20181010184630,49.955
FREQ,20181010184645,49.935
FREQ,20181010184700,49.897
FREQ,20181010184715,49.920
FREQ,20181010184730,49.925
FREQ,20181010184745,49.950
FREQ,20181010184800,49.922
FREQ,20181010184815,49.950
FREQ,20181010184830,49.955
FREQ,20181010184845,49.970
FREQ,20181010184900,49.965
FREQ,20181010184915,49.975
FREQ,20181010184930,49.940
FREQ,20181010184945,49.960
FREQ,20181010185000,49.977
FREQ,20181010185015,50.002
FREQ,20181010185030,49.967
FREQ,20181010185045,49.990
FREQ,20181010185100,50.015
FREQ,20181010185115,49.937
FREQ,20181010185130,50.007
FREQ,20181010185145,50.040
FREQ,20181010185200,50.015
FREQ,20181010185215,50.027
FREQ,20181010185230,50.037
FREQ,20181010185245,50.037
FREQ,20181010185300,50.060
FREQ,20181010185315,50.062
FREQ,20181010185330,50.082
FREQ,20181010185345,50.080
FREQ,20181010185400,50.102
FREQ,20181010185415,50.097
FREQ,20181010185430,50.090
FREQ,20181010185445,50.092
FREQ,20181010185500,50.137
FREQ,20181010185515,50.120
FREQ,20181010185530,50.120
FREQ,20181010185545,50.137
FREQ,20181010185600,50.115
FREQ,20181010185615,50.122
FREQ,20181010185630,50.125
FREQ,20181010185645,50.132
FREQ,20181010185700,50.072
FREQ,20181010185715,50.062
FREQ,20181010185730,50.065
FREQ,20181010185745,50.057
FREQ,20181010185800,50.052
FREQ,20181010185815,50.077
FREQ,20181010185830,50.070
FREQ,20181010185845,50.030
FREQ,20181010185900,50.002
FREQ,20181010185915,49.980
FREQ,20181010185930,49.952
FREQ,20181010185945,49.930
FREQ,20181010190000,49.862
FREQ,20181010190015,49.875
FREQ,20181010190030,49.850
FREQ,20181010190045,49.847
FREQ,20181010190100,49.867
FREQ,20181010190115,49.852
FREQ,20181010190130,49.813
FREQ,20181010190145,49.823
FREQ,20181010190200,49.808
FREQ,20181010190215,49.788
FREQ,20181010190230,49.838
FREQ,20181010190245,49.877
FREQ,20181010190300,49.897
FREQ,20181010190315,49.890
FREQ,20181010190330,49.917
FREQ,20181010190345,49.917
FREQ,20181010190400,49.915
FREQ,20181010190415,49.905
FREQ,20181010190430,49.885
FREQ,20181010190445,49.920
FREQ,20181010190500,49.902
FREQ,20181010190515,49.920
FREQ,20181010190530,49.917
FREQ,20181010190545,49.947
FREQ,20181010190600,49.960
FREQ,20181010190615,49.955
FREQ,20181010190630,49.945
FREQ,20181010190645,49.957
FREQ,20181010190700,49.987
FREQ,20181010190715,49.990
FREQ,20181010190730,49.950
FREQ,20181010190745,50.005
FREQ,20181010190800,50.005
FREQ,20181010190815,49.997
FREQ,20181010190830,49.945
FREQ,20181010190845,49.962
FREQ,20181010190900,49.960
FREQ,20181010190915,49.962
FREQ,20181010190930,49.940
FREQ,20181010190945,49.952
FREQ,20181010191000,49.952
FREQ,20181010191015,49.965
FREQ,20181010191030,49.970
FREQ,20181010191045,49.960
FREQ,20181010191100,49.965
FREQ,20181010191115,49.987
FREQ,20181010191130,50.012
FREQ,20181010191145,49.977
FREQ,20181010191200,50.010
FREQ,20181010191215,49.990
FREQ,20181010191230,49.970
FREQ,20181010191245,49.955
FREQ,20181010191300,49.960
FREQ,20181010191315,49.925
FREQ,20181010191330,49.905
FREQ,20181010191345,49.917
FREQ,20181010191400,49.917
FREQ,20181010191415,49.875
FREQ,20181010191430,49.847
FREQ,20181010191445,49.835
FREQ,20181010191500,49.862
FREQ,20181010191515,49.835
FREQ,20181010191530,49.835
FREQ,20181010191545,49.815
FREQ,20181010191600,49.857
FREQ,20181010191615,49.875
FREQ,20181010191630,49.902
FREQ,20181010191645,49.887
FREQ,20181010191700,49.892
FREQ,20181010191715,49.872
FREQ,20181010191730,49.860
FREQ,20181010191745,49.872
FREQ,20181010191800,49.852
FREQ,20181010191815,49.865
FREQ,20181010191830,49.852
FREQ,20181010191845,49.825
FREQ,20181010191900,49.823
FREQ,20181010191915,49.803
FREQ,20181010191930,49.828
FREQ,20181010191945,49.815
FREQ,20181010192000,49.842
FREQ,20181010192015,49.882
FREQ,20181010192030,49.882
FREQ,20181010192045,49.902
FREQ,20181010192100,49.880
FREQ,20181010192115,49.897
FREQ,20181010192130,49.897
FREQ,20181010192145,49.917
FREQ,20181010192200,49.937
FREQ,20181010192215,49.920
FREQ,20181010192230,49.907
FREQ,20181010192245,49.917
FREQ,20181010192300,49.940
FREQ,20181010192315,49.957
FREQ,20181010192330,49.965
FREQ,20181010192345,49.967
FREQ,20181010192400,49.982
FREQ,20181010192415,50.017
FREQ,20181010192430,50.007
FREQ,20181010192445,50.025
FREQ,20181010192500,50.015
FREQ,20181010192515,50.042
FREQ,20181010192530,50.037
FREQ,20181010192545,50.050
FREQ,20181010192600,50.045
FREQ,20181010192615,50.052
FREQ,20181010192630,50.052
FREQ,20181010192645,50.062
FREQ,20181010192700,50.025
FREQ,20181010192715,50.025
FREQ,20181010192730,50.002
FREQ,20181010192745,50.000
FREQ,20181010192800,50.030
FREQ,20181010192815,50.030
FREQ,20181010192830,50.055
FREQ,20181010192845,50.055
FREQ,20181010192900,50.050
FREQ,20181010192915,50.077
FREQ,20181010192930,50.082
FREQ,20181010192945,50.087
FREQ,20181010193000,50.085
FREQ,20181010193015,50.085
FREQ,20181010193030,50.102
FREQ,20181010193045,50.100
FREQ,20181010193100,50.002
FREQ,20181010193115,49.977
FREQ,20181010193130,50.030
FREQ,20181010193145,50.050
FREQ,20181010193200,50.042
FREQ,20181010193215,50.037
FREQ,20181010193230,50.062
FREQ,20181010193245,50.085
FREQ,20181010193300,50.077
FREQ,20181010193315,50.107
FREQ,20181010193330,50.080
FREQ,20181010193345,50.080
FREQ,20181010193400,50.087
FREQ,20181010193415,50.097
FREQ,20181010193430,50.132
FREQ,20181010193445,50.110
FREQ,20181010193500,50.097
FREQ,20181010193515,50.097
FREQ,20181010193530,50.102
FREQ,20181010193545,50.105
FREQ,20181010193600,50.097
FREQ,20181010193615,50.067
FREQ,20181010193630,50.080
FREQ,20181010193645,50.065
FREQ,20181010193700,50.082
FREQ,20181010193715,50.097
FREQ,20181010193730,50.065
FREQ,20181010193745,50.060
FREQ,20181010193800,50.065
FREQ,20181010193815,50.065
FREQ,20181010193830,50.042
FREQ,20181010193845,50.042
FREQ,20181010193900,50.047
FREQ,20181010193915,50.050
FREQ,20181010193930,50.025
FREQ,20181010193945,50.045
FREQ,20181010194000,50.030
FREQ,20181010194015,50.050
FREQ,20181010194030,50.067
FREQ,20181010194045,50.055
FREQ,20181010194100,50.075
FREQ,20181010194115,50.032
FREQ,20181010194130,50.030
FREQ,20181010194145,50.012
FREQ,20181010194200,50.017
FREQ,20181010194215,50.007
FREQ,20181010194230,50.017
FREQ,20181010194245,50.000
FREQ,20181010194300,49.972
FREQ,20181010194315,49.980
FREQ,20181010194330,49.980
FREQ,20181010194345,49.940
FREQ,20181010194400,49.960
FREQ,20181010194415,49.940
FREQ,20181010194430,49.940
FREQ,20181010194445,49.955
FREQ,20181010194500,49.945
FREQ,20181010194515,49.957
FREQ,20181010194530,49.942
FREQ,20181010194545,49.960
FREQ,20181010194600,49.960
FREQ,20181010194615,49.965
FREQ,20181010194630,49.942
FREQ,20181010194645,49.960
FREQ,20181010194700,49.910
FREQ,20181010194715,49.985
FREQ,20181010194730,50.007
FREQ,20181010194745,49.985
FREQ,20181010194800,50.015
FREQ,20181010194815,50.022
FREQ,20181010194830,50.047
FREQ,20181010194845,50.025
FREQ,20181010194900,50.030
FREQ,20181010194915,50.017
FREQ,20181010194930,50.010
FREQ,20181010194945,50.005
FREQ,20181010195000,50.040
FREQ,20181010195015,50.017
FREQ,20181010195030,49.977
FREQ,20181010195045,49.977
FREQ,20181010195100,49.995
FREQ,20181010195115,50.017
FREQ,20181010195130,50.002
FREQ,20181010195145,50.005
FREQ,20181010195200,49.972
FREQ,20181010195215,49.982
FREQ,20181010195230,50.000
FREQ,20181010195245,49.990
FREQ,20181010195300,50.010
FREQ,20181010195315,49.990
FREQ,20181010195330,50.002
FREQ,20181010195345,49.980
FREQ,20181010195400,49.960
FREQ,20181010195415,49.950
FREQ,20181010195430,49.987
FREQ,20181010195445,49.962
FREQ,20181010195500,49.977
FREQ,20181010195515,49.970
FREQ,20181010195530,49.995
FREQ,20181010195545,49.982
FREQ,20181010195600,50.010
FREQ,20181010195615,50.017
FREQ,20181010195630,50.012
FREQ,20181010195645,49.977
FREQ,20181010195700,49.987
FREQ,20181010195715,49.975
FREQ,20181010195730,49.985
FREQ,20181010195745,49.962
FREQ,20181010195800,50.000
FREQ,20181010195815,49.937
FREQ,20181010195830,49.932
FREQ,20181010195845,49.940
FREQ,20181010195900,49.935
FREQ,20181010195915,49.927
FREQ,20181010195930,49.915
FREQ,20181010195945,49.905
FREQ,20181010200000,49.892
FREQ,20181010200015,49.955
FREQ,20181010200030,49.952
FREQ,20181010200045,49.945
FREQ,20181010200100,49.937
FREQ,20181010200115,49.947
FREQ,20181010200130,49.970
FREQ,20181010200145,49.970
FREQ,20181010200200,49.992
FREQ,20181010200215,50.002
FREQ,20181010200230,50.017
FREQ,20181010200245,50.025
FREQ,20181010200300,50.052
FREQ,20181010200315,50.077
FREQ,20181010200330,50.075
FREQ,20181010200345,50.092
FREQ,20181010200400,50.030
FREQ,20181010200415,50.092
FREQ,20181010200430,50.122
FREQ,20181010200445,50.137
FREQ,20181010200500,50.120
FREQ,20181010200515,50.110
FREQ,20181010200530,50.115
FREQ,20181010200545,50.132
FREQ,20181010200600,50.152
FREQ,20181010200615,50.137
FREQ,20181010200630,50.142
FREQ,20181010200645,50.142
FREQ,20181010200700,50.077
FREQ,20181010200715,50.082
FREQ,20181010200730,50.077
FREQ,20181010200745,50.085
FREQ,20181010200800,50.075
FREQ,20181010200815,50.087
FREQ,20181010200830,50.072
FREQ,20181010200845,50.090
FREQ,20181010200900,50.087
FREQ,20181010200915,50.087
FREQ,20181010200930,50.070
FREQ,20181010200945,50.067
FREQ,20181010201000,50.070
FREQ,20181010201015,50.075
FREQ,20181010201030,50.067
FREQ,20181010201045,50.045
FREQ,20181010201100,50.052
FREQ,20181010201115,50.060
FREQ,20181010201130,50.042
FREQ,20181010201145,50.027
FREQ,20181010201200,50.032
FREQ,20181010201215,50.027
FREQ,20181010201230,50.020
FREQ,20181010201245,50.010
FREQ,20181010201300,50.010
FREQ,20181010201315,49.970
FREQ,20181010201330,49.987
FREQ,20181010201345,50.010
FREQ,20181010201400,49.982
FREQ,20181010201415,49.965
FREQ,20181010201430,49.967
FREQ,20181010201445,49.970
FREQ,20181010201500,49.947
FREQ,20181010201515,49.945
FREQ,20181010201530,49.950
FREQ,20181010201545,49.952
FREQ,20181010201600,49.962
FREQ,20181010201615,49.925
FREQ,20181010201630,49.905
FREQ,20181010201645,49.912
FREQ,20181010201700,49.902
FREQ,20181010201715,49.820
FREQ,20181010201730,49.850
FREQ,20181010201745,49.845
FREQ,20181010201800,49.835
FREQ,20181010201815,49.932
FREQ,20181010201830,49.885
FREQ,20181010201845,49.882
FREQ,20181010201900,49.885
FREQ,20181010201915,49.887
FREQ,20181010201930,49.897
FREQ,20181010201945,49.935
FREQ,20181010202000,49.930
FREQ,20181010202015,49.940
FREQ,20181010202030,49.940
FREQ,20181010202045,49.957
FREQ,20181010202100,49.982
FREQ,20181010202115,50.032
FREQ,20181010202130,50.030
FREQ,20181010202145,50.045
FREQ,20181010202200,50.030
FREQ,20181010202215,50.037
FREQ,20181010202230,50.070
FREQ,20181010202245,50.052
FREQ,20181010202300,50.022
FREQ,20181010202315,49.987
FREQ,20181010202330,49.987
FREQ,20181010202345,50.030
FREQ,20181010202400,50.052
FREQ,20181010202415,50.067
FREQ,20181010202430,50.080
FREQ,20181010202445,50.080
FREQ,20181010202500,50.045
FREQ,20181010202515,50.015
FREQ,20181010202530,50.085
FREQ,20181010202545,50.077
FREQ,20181010202600,50.087
FREQ,20181010202615,50.095
FREQ,20181010202630,50.095
FREQ,20181010202645,50.097
FREQ,20181010202700,50.117
FREQ,20181010202715,50.112
FREQ,20181010202730,50.135
FREQ,20181010202745,50.140
FREQ,20181010202800,50.147
FREQ,20181010202815,50.157
FREQ,20181010202830,50.163
FREQ,20181010202845,50.152
FREQ,20181010202900,50.152
FREQ,20181010202915,50.147
FREQ,20181010202930,50.132
FREQ,20181010202945,50.150
FREQ,20181010203000,50.150
FREQ,20181010203015,50.155
FREQ,20181010203030,50.155
FREQ,20181010203045,50.163
FREQ,20181010203100,50.175
FREQ,20181010203115,50.150
FREQ,20181010203130,50.057
FREQ,20181010203145,50.042
FREQ,20181010203200,50.017
FREQ,20181010203215,50.007
FREQ,20181010203230,50.042
FREQ,20181010203245,50.007
FREQ,20181010203300,50.032
FREQ,20181010203315,50.032
FREQ,20181010203330,50.037
FREQ,20181010203345,50.025
FREQ,20181010203400,50.027
FREQ,20181010203415,49.972
FREQ,20181010203430,50.002
FREQ,20181010203445,49.965
FREQ,20181010203500,49.965
FREQ,20181010203515,49.947
FREQ,20181010203530,49.945
FREQ,20181010203545,49.897
FREQ,20181010203600,49.917
FREQ,20181010203615,50.025
FREQ,20181010203630,50.002
FREQ,20181010203645,50.032
FREQ,20181010203700,50.007
FREQ,20181010203715,50.030
FREQ,20181010203730,50.015
FREQ,20181010203745,49.992
FREQ,20181010203800,49.985
FREQ,20181010203815,49.990
FREQ,20181010203830,49.997
FREQ,20181010203845,50.025
FREQ,20181010203900,50.002
FREQ,20181010203915,49.990
FREQ,20181010203930,50.022
FREQ,20181010203945,50.017
FREQ,20181010204000,50.040
FREQ,20181010204015,50.020
FREQ,20181010204030,49.997
FREQ,20181010204045,50.015
FREQ,20181010204100,49.987
FREQ,20181010204115,50.010
FREQ,20181010204130,50.010
FREQ,20181010204145,50.022
FREQ,20181010204200,49.972
FREQ,20181010204215,49.987
FREQ,20181010204230,50.072
FREQ,20181010204245,50.025
FREQ,20181010204300,50.042
FREQ,20181010204315,50.047
FREQ,20181010204330,50.062
FREQ,20181010204345,50.057
FREQ,20181010204400,50.070
FREQ,20181010204415,50.042
FREQ,20181010204430,50.022
FREQ,20181010204445,50.022
FREQ,20181010204500,50.027
FREQ,20181010204515,50.007
FREQ,20181010204530,49.995
FREQ,20181010204545,50.015
FREQ,20181010204600,50.042
FREQ,20181010204615,49.995
FREQ,20181010204630,49.980
FREQ,20181010204645,49.975
FREQ,20181010204700,49.945
FREQ,20181010204715,49.955
FREQ,20181010204730,49.962
FREQ,20181010204745,49.962
FREQ,20181010204800,49.962
FREQ,20181010204815,49.962
FREQ,20181010204830,49.957
FREQ,20181010204845,49.965
FREQ,20181010204900,49.985
FREQ,20181010204915,49.977
FREQ,20181010204930,49.957
FREQ,20181010204945,49.960
FREQ,20181010205000,49.997
FREQ,20181010205015,50.005
FREQ,20181010205030,49.995
FREQ,20181010205045,49.992
FREQ,20181010205100,50.027
FREQ,20181010205115,50.040
FREQ,20181010205130,50.032
FREQ,20181010205145,50.045
FREQ,20181010205200,50.057
FREQ,20181010205215,50.042
FREQ,20181010205230,50.037
FREQ,20181010205245,50.052
FREQ,20181010205300,50.065
FREQ,20181010205315,50.082
FREQ,20181010205330,50.065
FREQ,20181010205345,50.105
FREQ,20181010205400,50.097
FREQ,20181010205415,50.067
FREQ,20181010205430,50.097
FREQ,20181010205445,50.117
FREQ,20181010205500,50.117
FREQ,20181010205515,50.127
FREQ,20181010205530,50.135
FREQ,20181010205545,50.122
FREQ,20181010205600,50.125
FREQ,20181010205615,50.125
FREQ,20181010205630,50.120
FREQ,20181010205645,50.140
FREQ,20181010205700,50.157
FREQ,20181010205715,50.142
FREQ,20181010205730,50.163
FREQ,20181010205745,50.173
FREQ,20181010205800,50.170
FREQ,20181010205815,50.145
FREQ,20181010205830,50.155
FREQ,20181010205845,50.147
FREQ,20181010205900,50.152
FREQ,20181010205915,50.150
FREQ,20181010205930,50.145
FREQ,20181010205945,50.142
FREQ,20181010210000,50.122
FREQ,20181010210015,50.127
FREQ,20181010210030,50.097
FREQ,20181010210045,50.070
FREQ,20181010210100,50.040
FREQ,20181010210115,49.967
FREQ,20181010210130,49.972
FREQ,20181010210145,49.945
FREQ,20181010210200,49.962
FREQ,20181010210215,49.957
FREQ,20181010210230,49.957
FREQ,20181010210245,49.982
FREQ,20181010210300,49.992
FREQ,20181010210315,49.980
FREQ,20181010210330,49.955
FREQ,20181010210345,49.992
FREQ,20181010210400,49.995
FREQ,20181010210415,49.975
FREQ,20181010210430,50.017
FREQ,20181010210445,50.042
FREQ,20181010210500,50.075
FREQ,20181010210515,50.057
FREQ,20181010210530,50.032
FREQ,20181010210545,50.025
FREQ,20181010210600,50.040
FREQ,20181010210615,50.045
FREQ,20181010210630,50.062
FREQ,20181010210645,50.027
FREQ,20181010210700,50.045
FREQ,20181010210715,50.035
FREQ,20181010210730,50.047
FREQ,20181010210745,50.042
FREQ,20181010210800,50.005
FREQ,20181010210815,49.992
FREQ,20181010210830,49.987
FREQ,20181010210845,49.985
FREQ,20181010210900,49.977
FREQ,20181010210915,49.977
FREQ,20181010210930,49.972
FREQ,20181010210945,49.972
FREQ,20181010211000,49.980
FREQ,20181010211015,49.960
FREQ,20181010211030,49.972
FREQ,20181010211045,49.977
FREQ,20181010211100,49.965
FREQ,20181010211115,49.960
FREQ,20181010211130,49.970
FREQ,20181010211145,49.995
FREQ,20181010211200,49.975
FREQ,20181010211215,49.995
FREQ,20181010211230,49.987
FREQ,20181010211245,50.017
FREQ,20181010211300,50.022
FREQ,20181010211315,49.995
FREQ,20181010211330,49.967
FREQ,20181010211345,49.990
FREQ,20181010211400,49.997
FREQ,20181010211415,49.970
FREQ,20181010211430,49.947
FREQ,20181010211445,49.945
FREQ,20181010211500,49.945
FREQ,20181010211515,49.945
FREQ,20181010211530,49.960
FREQ,20181010211545,49.960
FREQ,20181010211600,49.947
FREQ,20181010211615,49.937
FREQ,20181010211630,49.925
FREQ,20181010211645,49.912
FREQ,20181010211700,49.892
FREQ,20181010211715,49.872
FREQ,20181010211730,49.865
FREQ,20181010211745,49.867
FREQ,20181010211800,49.892
FREQ,20181010211815,49.885
FREQ,20181010211830,49.887
FREQ,20181010211845,49.887
FREQ,20181010211900,49.885
FREQ,20181010211915,49.887
FREQ,20181010211930,49.895
FREQ,20181010211945,49.930
FREQ,20181010212000,49.920
FREQ,20181010212015,49.907
FREQ,20181010212030,49.915
FREQ,20181010212045,49.920
FREQ,20181010212100,49.895
FREQ,20181010212115,49.895
FREQ,20181010212130,49.887
FREQ,20181010212145,49.902
FREQ,20181010212200,49.885
FREQ,20181010212215,49.922
FREQ,20181010212230,49.922
FREQ,20181010212245,49.940
FREQ,20181010212300,49.930
FREQ,20181010212315,49.955
FREQ,20181010212330,49.947
FREQ,20181010212345,49.975
FREQ,20181010212400,49.935
FREQ,20181010212415,49.962
FREQ,20181010212430,49.960
FREQ,20181010212445,49.967
FREQ,20181010212500,49.980
FREQ,20181010212515,49.967
FREQ,20181010212530,49.982
FREQ,20181010212545,49.987
FREQ,20181010212600,49.985
FREQ,20181010212615,49.965
FREQ,20181010212630,50.030
FREQ,20181010212645,50.005
FREQ,20181010212700,50.000
FREQ,20181010212715,50.012
FREQ,20181010212730,50.037
FREQ,20181010212745,50.020
FREQ,20181010212800,50.050
FREQ,20181010212815,50.020
FREQ,20181010212830,50.020
FREQ,20181010212845,50.012
FREQ,20181010212900,50.005
FREQ,20181010212915,50.020
FREQ,20181010212930,50.022
FREQ,20181010212945,50.022
FREQ,20181010213000,49.965
FREQ,20181010213015,49.982
FREQ,20181010213030,49.980
FREQ,20181010213045,49.985
FREQ,20181010213100,49.975
FREQ,20181010213115,49.952
FREQ,20181010213130,49.957
FREQ,20181010213145,49.970
FREQ,20181010213200,49.985
FREQ,20181010213215,49.967
FREQ,20181010213230,49.960
FREQ,20181010213245,49.960
FREQ,20181010213300,49.957
FREQ,20181010213315,49.940
FREQ,20181010213330,49.965
FREQ,20181010213345,49.930
FREQ,20181010213400,49.930
FREQ,20181010213415,49.915
FREQ,20181010213430,49.935
FREQ,20181010213445,49.917
FREQ,20181010213500,49.915
FREQ,20181010213515,49.930
FREQ,20181010213530,49.930
FREQ,20181010213545,49.945
FREQ,20181010213600,49.935
FREQ,20181010213615,49.920
FREQ,20181010213630,49.927
FREQ,20181010213645,49.925
FREQ,20181010213700,49.935
FREQ,20181010213715,49.915
FREQ,20181010213730,49.947
FREQ,20181010213745,49.940
FREQ,20181010213800,49.947
FREQ,20181010213815,49.942
FREQ,20181010213830,49.935
FREQ,20181010213845,49.945
FREQ,20181010213900,49.940
FREQ,20181010213915,49.937
FREQ,20181010213930,49.942
FREQ,20181010213945,49.942
FREQ,20181010214000,49.955
FREQ,20181010214015,49.962
FREQ,20181010214030,49.965
FREQ,20181010214045,49.942
FREQ,20181010214100,49.972
FREQ,20181010214115,49.965
FREQ,20181010214130,49.980
FREQ,20181010214145,49.985
FREQ,20181010214200,49.967
FREQ,20181010214215,50.050
FREQ,20181010214230,50.027
FREQ,20181010214245,50.040
FREQ,20181010214300,50.037
FREQ,20181010214315,50.030
FREQ,20181010214330,50.060
FREQ,20181010214345,50.025
FREQ,20181010214400,50.040
FREQ,20181010214415,50.040
FREQ,20181010214430,50.017
FREQ,20181010214445,50.050
FREQ,20181010214500,50.050
FREQ,20181010214515,50.032
FREQ,20181010214530,50.042
FREQ,20181010214545,50.060
FREQ,20181010214600,50.050
FREQ,20181010214615,50.030
FREQ,20181010214630,50.030
FREQ,20181010214645,50.057
FREQ,20181010214700,50.072
FREQ,20181010214715,50.060
FREQ,20181010214730,50.070
FREQ,20181010214745,50.092
FREQ,20181010214800,50.065
FREQ,20181010214815,50.080
FREQ,20181010214830,50.075
FREQ,20181010214845,50.070
FREQ,20181010214900,50.060
FREQ,20181010214915,50.080
FREQ,20181010214930,50.057
FREQ,20181010214945,50.050
FREQ,20181010215000,50.080
FREQ,20181010215015,50.057
FREQ,20181010215030,50.037
FREQ,20181010215045,50.025
FREQ,20181010215100,50.020
FREQ,20181010215115,49.992
FREQ,20181010215130,50.025
FREQ,20181010215145,50.055
FREQ,20181010215200,50.050
FREQ,20181010215215,50.032
FREQ,20181010215230,50.030
FREQ,20181010215245,50.025
FREQ,20181010215300,49.975
FREQ,20181010215315,49.960
FREQ,20181010215330,49.955
FREQ,20181010215345,49.922
FREQ,20181010215400,49.922
FREQ,20181010215415,49.920
FREQ,20181010215430,49.940
FREQ,20181010215445,49.950
FREQ,20181010215500,49.955
FREQ,20181010215515,49.975
FREQ,20181010215530,50.022
FREQ,20181010215545,50.042
FREQ,20181010215600,50.040
FREQ,20181010215615,50.072
FREQ,20181010215630,50.077
FREQ,20181010215645,50.097
FREQ,20181010215700,50.077
FREQ,20181010215715,50.090
FREQ,20181010215730,50.100
FREQ,20181010215745,50.110
FREQ,20181010215800,50.125
FREQ,20181010215815,50.115
FREQ,20181010215830,50.135
FREQ,20181010215845,50.145
FREQ,20181010215900,50.150
FREQ,20181010215915,50.145
FREQ,20181010215930,50.185
FREQ,20181010215945,50.188
FREQ,20181010220000,50.135
FREQ,20181010220015,50.130
FREQ,20181010220030,50.122
FREQ,20181010220045,50.115
FREQ,20181010220100,50.097
FREQ,20181010220115,50.062
FREQ,20181010220130,50.060
FREQ,20181010220145,50.057
FREQ,20181010220200,50.037
FREQ,20181010220215,50.047
FREQ,20181010220230,50.052
FREQ,20181010220245,50.065
FREQ,20181010220300,50.045
FREQ,20181010220315,50.042
FREQ,20181010220330,50.072
FREQ,20181010220345,50.042
FREQ,20181010220400,50.030
FREQ,20181010220415,50.022
FREQ,20181010220430,50.045
FREQ,20181010220445,50.065
FREQ,20181010220500,50.050
FREQ,20181010220515,50.052
FREQ,20181010220530,50.087
FREQ,20181010220545,50.080
FREQ,20181010220600,50.077
FREQ,20181010220615,50.055
FREQ,20181010220630,50.040
FREQ,20181010220645,50.065
FREQ,20181010220700,50.075
FREQ,20181010220715,50.075
FREQ,20181010220730,50.077
FREQ,20181010220745,50.062
FREQ,20181010220800,50.080
FREQ,20181010220815,50.060
FREQ,20181010220830,50.037
FREQ,20181010220845,50.027
FREQ,20181010220900,50.030
FREQ,20181010220915,50.042
FREQ,20181010220930,50.047
FREQ,20181010220945,50.055
FREQ,20181010221000,50.060
FREQ,20181010221015,50.042
FREQ,20181010221030,50.030
FREQ,20181010221045,50.055
FREQ,20181010221100,50.052
FREQ,20181010221115,50.037
FREQ,20181010221130,50.057
FREQ,20181010221145,50.065
FREQ,20181010221200,50.017
FREQ,20181010221215,50.027
FREQ,20181010221230,50.040
FREQ,20181010221245,50.007
FREQ,20181010221300,50.040
FREQ,20181010221315,50.062
FREQ,20181010221330,50.047
FREQ,20181010221345,50.057
FREQ,20181010221400,50.027
FREQ,20181010221415,50.017
FREQ,20181010221430,50.065
